name,city,state,phone,website,source
DOVER PROCESSING,Dover,MN,(507) 932-8660,,assoc:MN
ELLSWORTH LOCKER,Ellsworth,MN,(507) 967-2544,,assoc:MN
FRABONI SAUSAGE CO,Hibbing,MN,(218) 208-2699,,assoc:MN
FRENCH LAKE BUTCHER SHOP,South Haven,MN,(320) 286-5345,,assoc:MN
GARFIELD PROCESSING,Garfield,MN,(320) 834-3144,,assoc:MN
GLENCOE PORK CO.,Glencoe,MN,320-300-7975,https://www.glencoeporkco.com/,assoc:MN
GRAND CHAMPION/FOLEY LOCKER,Foley,MN,(320) 968-7267,,assoc:MN
GRAND MEADOW MEATS,Clearwater,MN,(320) 290-1350,,assoc:MN
GREELEY SMOKE HAUS AND MEATS,Braham,MN,(651) 261-8639,,assoc:MN
GREG's MEAT PROCESSING,Hampton,MN,(507) 263-3373,,assoc:MN
HACKENMUELLER MEATS INC,Robbinsdale,MN,(763) 537-4811,,assoc:MN
HOMESTEAD BUTCHERING,Sauk Centre,MN,320-212-4722,,assoc:MN
HUETTLS MEATS,Lake City,MN,(651) 345-3424,,assoc:MN
JENNIGES MEAT PROCESSING,Brooten,MN,(320) 346-2414,,assoc:MN
K&S POULTRY AND MEATS,Kerkhoven,MN,(320) 368-0112,,assoc:MN
KENYON MEATS,Kenyon,MN,(507) 789-5417,,assoc:MN
KLINDER PROCESSING,Carlos,MN,(320) 852-7742,,assoc:MN
KONETZKO's MEAT MARKET,Browerville,MN,320-594-2915,,assoc:MN
KRENIK's MEAT PROCESSING,Montgomery,MN,(507) 364-5154,,assoc:MN
LAKES AREA COOP./PERHAM LOCKER,Perham,MN,(218) 346-6245,,assoc:MN
LAKES PROCESSING,Detroit Lakes,MN,(218) 849-1802,,assoc:MN
LAPORTE GROCERY & MEATS,Laporte,MN,218-224-2202,https://laportegroceryandmeats.com/,assoc:MN
LEE's LOCKER,Lismore,MN,(507) 472-8525,,assoc:MN
LORENTZ MEATS,Cannon Falls,MN,(507) 263-3617,,assoc:MN
LOWRY HILL PROVISIONS,Minneapolis,MN,612-978-4112,https://www.lowryhillprovisions.com/,assoc:MN
MACKENTHUNS FINE FOODS,Waconia,MN,(952) 442-5771,,assoc:MN
MAIN STREET MEATS,Park Rapids,MN,(218) 732-1416,,assoc:MN
MANEA's MEAT COMPANY,Sauk Rapids,MN,(320) 253-8683,,assoc:MN
"McDONALD's MEATS, INC.",Clear Lake,MN,(320) 743-2311,,assoc:MN
"MICHAEL's MEATS, INC.",Thief River Falls,MN,(218) 681-3140,,assoc:MN
MIDWEST FOOD AND MEAT DISTRIBUTOR,Minnetonka,MN,516-398-1553,,assoc:MN
MILLS LOCKER PLANT,New York Mills,MN,(218) 385-2875,,assoc:MN
MILTONA CUSTOM MEATS,Miltona,MN,(218) 943-2681,,assoc:MN
MINNESOTA MEATS & MARKETS,Sauk Centre,MN,320-352-6490,,assoc:MN
MINNEWASKA MEATS,Glenwood,MN,(320) 634-3143,,assoc:MN
MOBILE MEATS,New Prague,MN,507-213-2071,,assoc:MN
"NEIGHBORS MEATS, LLC",New Richland,MN,(507) 465-3888,,assoc:MN
NERSTRAND MEATS & CATERING,Nerstrand,MN,(507) 334-5396,,assoc:MN
NICK's MEATS,Hayward,MN,(507) 373-8966,,assoc:MN
NORTH FORK CUSTOM MEATS LLC,Howard Lake,MN,(320) 543-2285,,assoc:MN
ODENTHAL MEATS INC.,New Prague,MN,(507) 364-8040,,assoc:MN
ODY's COUNTRY MEATS,Spring Valley,MN,(507) 346-2579,,assoc:MN
ORTY's CUSTOM MEATS,Deer River,MN,(218) 246-9922,,assoc:MN
OWEN LOCKER PLANT,Pine Island,MN,(507) 356-8612,,assoc:MN
PAUL & KATHY's GROCERY,Upsala,MN,(320) 573-5050,,assoc:MN
PEP's PORK,Melrose,MN,(320) 987-3368,,assoc:MN
"PETE's MEATS & PROCESSING, INC.",Lewiston,MN,(507) 523-2524,,assoc:MN
PETTY BROTHERS MEAT INC,Annandale,MN,(320) 274-5615,,assoc:MN
PLANTENBERG's MARKET INC.,Richmond,MN,(320) 597-3620,,assoc:MN
RIEDER MEAT MARKET,Delano,MN,(763) 972-2261,,assoc:MN
RIVERSIDE MEATS AND PROCESSING,Culdrum Township,MN,320-547-0046,,assoc:MN
ROELOFS MEATS INC.,Raymond,MN,(320) 967-4276,,assoc:MN
SCHMIDT's MEAT MARKET INC.,Nicollet,MN,(507) 232-3438,,assoc:MN
SCHNEIDER CUSTOM MEATS,Askov,MN,(612) 968-7280,,assoc:MN
SCHRUPPS MEAT & SEAFOOD,Paynesville,MN,(320) 243-3793,,assoc:MN
SCOT KUESTER,Winthrop,MN,(507) 276-8679,,assoc:MN
SOUTH FORTY MEAT MARKET,Lucan,MN,(507) 747-3222,,assoc:MN
ST. JOSEPH MEAT MARKET INC.,St. Joseph,MN,(320) 363-4913,,assoc:MN
STEVE's MEAT MARKET INC.,Ellendale,MN,(507) 684-2331,,assoc:MN
STINSONS' COUNTRY STYLE MEATS,Houston,MN,(507) 896-2111,,assoc:MN
STOKKE's MEATS,Cloquet,MN,(218) 729-7156,,assoc:MN
Sweet Lou's Meats,St. Louis Park,MN,952-807-9700,https://www.sweetlousmeats.com/,assoc:MN
THE BBQ SMOKEHOUSE,Wadena,MN,(218) 632-6666,,assoc:MN
THE BUTCHER BLOCK,Darwin,MN,320-224-8553,,assoc:MN
THE BUTCHERY OF MAPLE LAKE,Maple Lake,MN,(320) 963-6677,,assoc:MN
THIELEN MEATS OF L. F.,Little Falls,MN,(320) 632-2821,,assoc:MN
TIKE's TROPHY SAUSAGE,Cohasset,MN,(218) 259-9202,,assoc:MN
V & M LOCKER & GROCERY,Leota,MN,(507) 443-5372,,assoc:MN
VON HANSON's MEATS,Apple Valley,MN,(952) 431-2807,,assoc:MN
WASECA MORGANS MEAT MARKET,Waseca,MN,(507) 835-1970,,assoc:MN
WICK's MEAT SHOPPE,Kandiyohi,MN,(320) 382-6195,,assoc:MN
2 Creek Butchery,Pierce City,MO,417-236-5099,,assoc:MO
Alewel's Country Meats,Warrensburg,MO,660-747-8261,,assoc:MO
Baumgartner's Boone County Cured Hams,Rocheport,MO,,,assoc:MO
Bavarian Smoke Haus,New Melle,MO,636-828-4189,,assoc:MO
Beaufort Meat Processing,Leslie,MO,573-484-3312,,assoc:MO
Big Bear's Butcher Shop,Freeburg,MO,573-744-5888,,assoc:MO
BJG Cattle,Grandin,MO,573-714-5868,,assoc:MO
Brendle's Butcher Block,Gower,MO,816-424-1258,,assoc:MO
Brewer & Sons Custom Meat,Cadet,MO,636-583-9118,,assoc:MO
Brown Custom Meats,Pattonsburg,MO,660-663-5010,,assoc:MO
Brown's Smokehouse Meats LLC,Elsberry,MO,573-384-5284,,assoc:MO
Burgers Ozark Country Hams,California,MO,573-796-3134,,assoc:MO
Cedar County Meat Market,Stockton,MO,417-391-4129,,assoc:MO
Center Locker,Center,MO,573-267-3343,,assoc:MO
CKM Farms,Mineral Point,MO,573-210-8600,,assoc:MO
Clark's Custom Meat Co.,St. Joseph,MO,816-364-3728,,assoc:MO
Cloud's Meats Inc.,Carthage,MO,417-358-5855,,assoc:MO
Country Meat Shop,Moberly,MO,660-263-4663,,assoc:MO
Cranes Meat Processing,Ashland,MO,573-657-2501,,assoc:MO
Cuttin' Up,Leeton,MO,864-441-2120,,assoc:MO
D & D Quality Deer Processing,House Springs,MO,636-274-4594,,assoc:MO
Davis Meat Processing LLC,Jonesburg,MO,636-488-5227,,assoc:MO
Double C Processing,Webb City,MO,417-673-1717,,assoc:MO
Elderland Meats,Zalma,MO,573-568-2552,,assoc:MO
Essner's Custom Butchering,Scott City,MO,573-264-4203,,assoc:MO
Etzold Packing Co.,Perryville,MO,573-547-6815,,assoc:MO
Farm Country Meats and More,Union,MO,636-583-1145,,assoc:MO
Gibson Packing,Seymour,MO,417-935-4657,,assoc:MO
Golden City Meats,Golden City,MO,417-537-8560,,assoc:MO
Goodman Meat Processing,Goodman,MO,417-364-8115,,assoc:MO
Green Hills Fresh Meats,St Catherine,MO,660-258-5148,,assoc:MO
Gunnett Processing,Greenfield,MO,417-637-6016,,assoc:MO
Halls Custom Processing,Marshfield,MO,417-399-8913,,assoc:MO
Hatfields Smoked Meats,Neosho,MO,417-624-3765,,assoc:MO
Henderson Meats LLC dba Kempf's Custom Butchering,Sedalia,MO,660-826-2898,,assoc:MO
Hermann Wurst Haus,Hermann,MO,573-486-2266,,assoc:MO
Hertzog Meat Co,Butler,MO,660-720-2333,,assoc:MO
Hetherington Meat Processing,Clinton,MO,660-885-4409,,assoc:MO
Highway 39 Meats,Verona,MO,417-678-3902,,assoc:MO
Hilltop Processing,New Boston,MO,660-412-1659,,assoc:MO
Homestead Meat Co,Jackson,MO,636-328-8834,,assoc:MO
Horn Butcher Shop,Fulton,MO,573-642-1035,,assoc:MO
Indian Creek Meats,Popular Bluff,MO,573-776-5245,,assoc:MO
J & J Processing,Pierce City,MO,417-476-5451,,assoc:MO
J-H Cattle Co,Joplin,MO,918-953-9391,,assoc:MO
Jackman's Meat Processing,Warsaw,MO,417-998-6488,,assoc:MO
Jennings Premium Meats,New Franklin,MO,660-848-2229,,assoc:MO
John's Butcher Shoppee,Festus,MO,636-931-7776,,assoc:MO
K & A Meats,Labadie,MO,636-451-6880,,assoc:MO
Kahoka Meat Proc. & Deli,Kahoka,MO,660-727-3433,,assoc:MO
Kenricks Meat & Catering,St. Louis,MO,314-631-2440,,assoc:MO
King's Processing & Catering,Marceline,MO,660-376-2640,,assoc:MO
KP Processing,Harrisburg,MO,573-874-2147,,assoc:MO
Kurzweils Country Meats,Garden City,MO,816-862-8463,,assoc:MO
LaMonte Meat Processing,La Monte,MO,573-465-0985,,assoc:MO
Langhorne Meat & Provisions,Hannibal,MO,920-253-5389,,assoc:MO
Lincoln University Meat Lab,Columbia,MO,,,assoc:MO
Lockwood Packing,Lockwood,MO,417-232-4401,,assoc:MO
Lyon Country Meats,New Haven,MO,573-459-6328,,assoc:MO
Maggie's Meats,Stotts City,MO,417-489-2105,,assoc:MO
Mark's Meat Processing,Versailles,MO,573-378-6517,,assoc:MO
Mary's Valley Meat Processing,Steelville,MO,573-786-MEAT,,assoc:MO
McBee's General Store,Adrian,MO,660-267-3400,,assoc:MO
McCord & Co,California,MO,573-680-2583,,assoc:MO
Meat Meister,Barnett,MO,573-378-2797,,assoc:MO
Missouri Meat Processing,Rutledge,MO,660-342-8534,,assoc:MO
Missouri Specialty Meats,Gallatin,MO,660-663-7101,,assoc:MO
Mizzou Meat Market,Columbia,MO,573-882-0591,,assoc:MO
Nadler's,Wellington,MO,816-240-8124,,assoc:MO
Oak Hill Meats,Cuba,MO,573-241-1221,,assoc:MO
Oldfield Packing LLC,Sparta,MO,417-634-3943,,assoc:MO
Ozark Country Meats & Processing,St James,MO,541-441-3120,,assoc:MO
Ozarks Meat Factory,Fulton,MO,309-202-5662,,assoc:MO
Paradise Locker Meats,Trimble,MO,816-370-6328,,assoc:MO
Parsons Custom Processing,Shelbyville,MO,217-617-8507,,assoc:MO
Poletti Custom Meats,Norwood,MO,417-746-4287,,assoc:MO
Powell Meat Co,Clinton,MO,660-383-9003,,assoc:MO
Powers Farm Meat Market & Processing,Shell Knob,MO,417-858-2061,,assoc:MO
Prairie Winds Processing,Curryville,MO,573-470-2463,,assoc:MO
Premier Meats of Central Missouri,New Franklin,MO,214-683-4469,,assoc:MO
Princeton Custom Meats,Princeton,MO,660-748-4560,,assoc:MO
Pruett's Meat Processing,Fredericktown,MO,573-783-1848,,assoc:MO
Quality Meat Co,Seymour,MO,417-241-3625,,assoc:MO
R & R Processing,Auxvasse,MO,573-386-2273,,assoc:MO
Rich Hill Meat Processing,Rich Hill,MO,417-395-4161,,assoc:MO
Rubles Meat Market,Ironton,MO,573-546-3459,,assoc:MO
Ruth Premium Meats,Queen City,MO,660-342-7074,,assoc:MO
Rutledge Meat Processing,Rutledge,MO,660-883-5358,,assoc:MO
Salisbury Meat Market & Processing LLC,Salisbury,MO,660-388-5816,,assoc:MO
Scimeca's Italian Sausage,Kansas City,MO,816-483-7444,,assoc:MO
Shrock's Country Butchering,Buffalo,MO,417-345-4342,,assoc:MO
Southwest City Processing,Southwest City,MO,417-762-3515,,assoc:MO
Ste Genevieve Meats,Ste Genevieve,MO,573-883-2543,,assoc:MO
Steele's Fine Custom Meats,Jefferson City,MO,573-821-9480,,assoc:MO
Stonie's Sausage Shop,Perryville,MO,573-547-2540,,assoc:MO
Swiss Meat & Sausage Co.,Hermann,MO,573-486-2086,,assoc:MO
T & S Butcher Shop,Paris,MO,660-327-3244,,assoc:MO
The Deep Freeze,Poplar Bluff,MO,573-785-2327,,assoc:MO
Thomas Farm Quality Meats,Ridgeway,MO,660-872-6716,,assoc:MO
Three Brothers Meat Co,Montreal,MO,573-346-5233,,assoc:MO
Timber Ridge Processing,Linn,MO,573-680-8065,,assoc:MO
Tunes Locker,Centralia,MO,573-682-2517,,assoc:MO
US Wellness Meats,Canton,MO,573-767-9040,,assoc:MO
Vernon County Meats,Nevada,MO,417-448-9860,,assoc:MO
VonAllmen Processing,Thayer,MO,417-867-5565,,assoc:MO
Walnut Hill Farms Meat Proc.,Philadelphia,MO,573-439-5945,,assoc:MO
Western Smokehouse Partners,Greentop,MO,660-949-2445,,assoc:MO
White Barn Processing,Monroe City,MO,573-735-1289,,assoc:MO
Williams Brothers Meat,Washington,MO,636-239-2183,,assoc:MO
Williams Meat,Norwood,MO,417-746-1969,,assoc:MO
Woods Smoked Meats,Bowling Green,MO,573-324-2247,,assoc:MO
Woodward Meats,Archie,MO,816-682-0663,,assoc:MO
Worden's Meat Co,Webb City,MO,417-673-4885,,assoc:MO
Yoder's Processing,Ethel,MO,660-486-3221,,assoc:MO
Zimmerman Meat Proc.,Summersville,MO,417-932-5557,,assoc:MO
A Cut Above Processing and Meat Market,Perkinston,MS,,,assoc:MS
Attala Frozen Foods,Kosciusko,MS,,,assoc:MS
Ben's Meat Processing,Greenville,MS,,,assoc:MS
Biloxi Beach Group #1,Morton,MS,,,assoc:MS
Biloxi Beach Group #2,Pelahatchie,MS,,,assoc:MS
"Blue Sky Re, LLC",Richland,MS,,,assoc:MS
Boe Farms,Moselle,MS,,,assoc:MS
Brister's Deer Processing,McComb,MS,,,assoc:MS
Bryant's Meats,Taylorsville,MS,,,assoc:MS
Cooper's Country Meat Packers,Florence,MS,,,assoc:MS
Country Farms Quail,Lucedale,MS,,,assoc:MS
Country Meat Market,Brookhaven,MS,,,assoc:MS
Cutting Edge Meat Company,Leakesville,MS,(601) 394-2390,,assoc:MS
Davis Country Meats,West Point,MS,,,assoc:MS
Davis Meat Company / Rickman's,Corinth,MS,,,assoc:MS
El-Rai Custom Slaughter House,Ruth,MS,,,assoc:MS
Enslin and Son Packing Co,Hattiesburg,MS,,,assoc:MS
Family Meat Processing,Sumrall,MS,,,assoc:MS
Fortenberry Slaughter House,Carriere,MS,,,assoc:MS
Genesis 31 Beef Processing,Ruth,MS,,,assoc:MS
Hemphill Souse,Jackson,MS,,,assoc:MS
"Hines Grocery and Sausage, LLC",Yazoo City,MS,,,assoc:MS
Home Place Pastures,Como,MS,,,assoc:MS
Homestead Farm and Packing,Lucedale,MS,,,assoc:MS
Hot Tamale Heaven,Greenville,MS,,,assoc:MS
Houston Processing,Laurel,MS,,,assoc:MS
John Fortenberry's Meat Plant,Sandy Hook,MS,,,assoc:MS
Julie's Pasture to Plate,Lumberton,MS,,,assoc:MS
"Juniper Creek Farms, LLC",Poplarville,MS,,,assoc:MS
Kased Brothers,Summit,MS,,,assoc:MS
Kim's Processing,Clarksdale,MS,,,assoc:MS
Lil Smokehouse,Hattiesburg,MS,,,assoc:MS
M.T. Halal Meats,Bassfield,MS,,,assoc:MS
Malley's Processing,Pass Christian,MS,,,assoc:MS
Mantachie HS FFA,Mantachie,MS,,,assoc:MS
McAlister's Southern Meat,Hattiesburg,MS,,,assoc:MS
McCain Meat Processing,Sandy Hook,MS,,,assoc:MS
Myers Market and Processing,Newton,MS,,,assoc:MS
Nature's Gourmet,Petal,MS,,,assoc:MS
Parker Processing Plant,Stringer,MS,,,assoc:MS
Pitcock's Meat Processing Inc,Pope,MS,,,assoc:MS
Polk's Meat Products,Magee,MS,,,assoc:MS
Quality Poultry and Seafood,Biloxi,MS,,,assoc:MS
Rabbitman Farms,Sandy Hook,MS,,,assoc:MS
Ray's Quality Meats,Petal,MS,,,assoc:MS
Rudolph's,New Hebron,MS,,,assoc:MS
Running M Meat Company,Richton,MS,,,assoc:MS
Sansing Meat Service,Maben,MS,,,assoc:MS
Smokehouse Meats,Pontotoc,MS,,,assoc:MS
Steep Hollow Custom Slaughter,Perkinston,MS,,,assoc:MS
Stevens' Packing Co,Poplarville,MS,,,assoc:MS
Suitor's Meat Company,Rienzi,MS,,,assoc:MS
Sullivan's Custom Meat,Preston,MS,,,assoc:MS
T and L T Tamales (Tony's),Flora,MS,,,assoc:MS
The Dutch Oven,Clarksdale,MS,,,assoc:MS
"The Meat Hook, LLC",Laurel,MS,,,assoc:MS
Tom King Packaging Company,Summit,MS,,,assoc:MS
Vito's Marketplace,Leland,MS,,,assoc:MS
West End Fresh Salads,Tupelo,MS,,,assoc:MS
Wilson's Meat House,Crystal Springs,MS,,,assoc:MS
Bear Paw Meats LLC,Havre,MT,,,assoc:MT
Beaverhead Meats,Dillon,MT,,beaverheadmeats.com,assoc:MT
Big Sky Butcher,Glendive,MT,,,assoc:MT
Big Sky Processing LLC,Pray,MT,,bigskymeats.shop,assoc:MT
Christiaens Meats,Valier,MT,,,assoc:MT
Chubbys,Huntley,MT,,,assoc:MT
Clark Fork Custom Meats,Plains,MT,,,assoc:MT
Cowboy Meat Company,Forsyth,MT,,,assoc:MT
D&J Meat Processing,Saint Ignatius,MT,,dandjmeatprocessing.com,assoc:MT
Daniels Meats,Bozeman,MT,,danielsgourmetmeats.com,assoc:MT
Diamond D Bar Processing,Geraldine,MT,,,assoc:MT
Double K Ranch,Darby,MT,,doublekranchmt.com,assoc:MT
Farm-To-Market Pork & Beef,Kalispell,MT,,farmtomarketpork.com,assoc:MT
Glacier Processing Cooperative,Kalispell,MT,,glacierprocessing.com,assoc:MT
Grotto Meats LLC,Bozeman,MT,,grottomeats.com,assoc:MT
Happel's Clean Cut Meats,Bozeman,MT,,happelsccm.com,assoc:MT
Hi-line Packing,Malta,MT,,,assoc:MT
Lone Peak Provisions,Bozeman,MT,,lonepeakprovisions.com,assoc:MT
Lower Valley Processing,Kalispell,MT,,lowervalleyprocessing.com,assoc:MT
M&S Meats,Kalispell,MT,,msmeats.com,assoc:MT
Matt's Butcher Shop and Deli,Livingston,MT,,mattsbutchershopndeli.com,assoc:MT
Montana Premium Processing Co-op,Havre,MT,,mtpremiumprocessing.com,assoc:MT
Pay & Save Meat & Grocery Shop,Saco,MT,,,assoc:MT
Pioneer Meats,Big Timber,MT,,pioneermeatsmt.com,assoc:MT
Producer Partnership Inc.,Livingston,MT,,producerpartnership.com,assoc:MT
Ranch House Sausage Company,Billings,MT,,ranchhousemeat.com,assoc:MT
Rawhide Meats,White Sulphur Springs,MT,,rawhidemeats.net,assoc:MT
Ryan Grocery & Processing Inc.,Jordan,MT,,ranchhousemeatco.biz,assoc:MT
S Ranch,Custer,MT,,sranchmeats.com,assoc:MT
School House Meats,,MT,,,assoc:MT
Stillwater Packing Co.,Columbus,MT,,emmettsmontanameats.com,assoc:MT
Superior Meats,Superior,MT,,superiorjerkymt.com,assoc:MT
Tizer Meats,Helena,MT,,tizermeats.com,assoc:MT
Treasure Trail Processing,Glasgow,MT,,,assoc:MT
Ziggy's Prime Cuts,Glasgow,MT,,,assoc:MT
Bass Farm Sausage Company,Spring Hope,NC,252-478-4147,bassfarmsausage.com,assoc:NC
Carlie C. McLamb Meats,Dunn,NC,910-892-7279,carliecs.com,assoc:NC
"Carolina Packers, Inc.",Smithfield,NC,919-934-2181,carolinapackers.com,assoc:NC
"Chandler Foods, Inc.",Greensboro,NC,336-299-1934,chandlerfoodsinc.com,assoc:NC
Chaudhry Halal Meats,Siler City,NC,919-742-9292,chaudhrymeats.com,assoc:NC
Frank Corriher Beef & Sausage,Landis,NC,704-857-5519,facebook.com/frankcorriherbeef,assoc:NC
Hunter's Liver Mush Company,Marion,NC,828-652-7902,,assoc:NC
Hursey BBQ,Elon,NC,336-584-1377,hurseysbarbq.com,assoc:NC
"Larry's Sausage Company, Inc.",Fayetteville,NC,910-483-5148,larryssausage.com,assoc:NC
"Lewis Sausage Company, Inc.",Burgaw,NC,910-259-2642,lewissausage.com,assoc:NC
"Martin's Pork Products, Inc.",Falcon,NC,910-980-1501,martinspork.com,assoc:NC
Mays Meats,Taylorsville,NC,828-632-2034,maysmeats.net,assoc:NC
Mitchell's Meat Processing,Walnut Cove,NC,336-591-7420,mitchellsmeatnc.com,assoc:NC
Morty Pride Meats,Fayetteville,NC,910-483-6004,mortypride.com,assoc:NC
Nahunta Pork Center,Pikeville,NC,919-242-4735,nahuntapork.com,assoc:NC
Neese Country Sausage,Greensboro,NC,336-275-9548,neesesausage.com,assoc:NC
Pender Packing Company,Rocky Point,NC,910-675-3311,penderpacking.com,assoc:NC
Randolph Packing Company,Asheboro,NC,336-672-1470,randolphpacking.com,assoc:NC
"Stevens Sausage Company, Inc.",Smithfield,NC,919-934-3159,stevens-sausage.com,assoc:NC
"Villari Food Group, LLC",Warsaw,NC,910-293-2157,villarifood.com,assoc:NC
Watauga Butchery,Villas,NC,828-484-6328,wataugabutchery.com,assoc:NC
"Wells, Jenkins, Wells",Forest City,NC,828-245-5544,facebook.com/WellsJenkinsWells,assoc:NC
1481 Meats Inc,Upham,ND,,,assoc:ND
38 Meats,Hope,ND,,,assoc:ND
3Be Meats LLC,Bismarck,ND,,,assoc:ND
"6 In 1 Meats, LLC",New Salem,ND,,,assoc:ND
701 Foods Dba Flatlander Foods,Devils Lake,ND,,,assoc:ND
701 Meats,Belfield,ND,,,assoc:ND
Al Noor Market,Fargo,ND,,,assoc:ND
Alsager Meats,Fargo,ND,,,assoc:ND
Ameristar Meats Inc,Fargo,ND,,,assoc:ND
Ashley Super Valu,Ashley,ND,,,assoc:ND
Bakken Area Skills Center,Watford City,ND,,,assoc:ND
Beulah High School,Beulah,ND,,,assoc:ND
Blue Goose Smokehouse,Rolla,ND,,,assoc:ND
Bosch's Meat Market,Linton,ND,,,assoc:ND
Bowdon Meat Processing,Bowdon,ND,,,assoc:ND
Brenno Meats,Sheyenne,ND,,,assoc:ND
"Brickhouse Frozen Products, LLC",Jamestown,ND,,,assoc:ND
Bridgemart Meats,Wyndmere,ND,,,assoc:ND
Bronson's Marketplace,Beulah,ND,,,assoc:ND
Butcher Block Meats,Mandan,ND,,,assoc:ND
"Butcher's Edge, LLC",Edgeley,ND,,,assoc:ND
Carrington High School,Carrington,ND,,,assoc:ND
Casselton Cold Storage,Casselton,ND,,,assoc:ND
Charlie's Country Sausage,Minot,ND,,,assoc:ND
Cloverdale Foods Co.,Mandan,ND,,,assoc:ND
Custom Kut Meat Inc.,Carrington,ND,,,assoc:ND
Dickinson State University Meats Lab,Dickinson,ND,,,assoc:ND
"Double R Meats, Inc.",Carson,ND,,,assoc:ND
Dw Meats & Sausage,Bismarck,ND,,,assoc:ND
Fairmount Lockers,Fairmount,ND,,,assoc:ND
Fairview Colony,Lamoure,ND,,,assoc:ND
Fargo Packing & Sausage Co.,West Fargo,ND,,,assoc:ND
Forest River Community,Fordville,ND,,,assoc:ND
Green Valley Foods,Devils Lake,ND,,,assoc:ND
Hazen High School,Hazen,ND,,,assoc:ND
Jesse Duckwitz,Belfield,ND,,,assoc:ND
Jim's Super Valu Inc.,Park River,ND,,,assoc:ND
Jimbonitas LLC,Hatton,ND,,,assoc:ND
John's Meat Market,Bismarck,ND,,,assoc:ND
Jp's Processing,Minot,ND,,,assoc:ND
"K & E Meats, Llp",Cando,ND,,,assoc:ND
Killdeer High School,Killdeer,ND,,,assoc:ND
Kramlich - Deede Meats LLC,Medina,ND,,,assoc:ND
L & M Meat And Sausage Corp,Grand Forks,ND,,,assoc:ND
Lakeside Meats,Devils Lake,ND,,,assoc:ND
"Lamoure Lockers, Inc.",Lamoure,ND,,,assoc:ND
Langdon Lockers,Langdon,ND,,,assoc:ND
"Legendary Meats, LLC",Center,ND,,,assoc:ND
Lindsey Grocery,Crosby,ND,,,assoc:ND
"Lucy Starz, LLC",Amenia,ND,,,assoc:ND
M & L Concessions,Beulah,ND,,,assoc:ND
M & W Beef Packers,Mandan,ND,,,assoc:ND
Mack Processing,Rugby,ND,,,assoc:ND
Manock Meats,Great Bend,ND,,,assoc:ND
Maple Valley Lockers Inc.,Enderlin,ND,,,assoc:ND
Mattern Family Meats,Bottineau,ND,,,assoc:ND
Meats By John And Wayne,Fargo,ND,,,assoc:ND
Mema's Meats,Berthold,ND,,,assoc:ND
Miller Meats And Processing,Heaton,ND,,,assoc:ND
Milnor Locker,Milnor,ND,,,assoc:ND
Minot North High School,Minot,ND,,,assoc:ND
Mogren Custom Processing,Kenmare,ND,,,assoc:ND
Myers Meats & Specialties,Parshall,ND,,,assoc:ND
"Myers Meats & Specialties, Inc.",Garrison,ND,,,assoc:ND
Nash Family Bacon,Fargo,ND,,,assoc:ND
Ndsu Meat Laboratory,Fargo,ND,,,assoc:ND
"Nodak Meats, LLC",Steele,ND,,,assoc:ND
"North American Bison, LLC",New Rockford,ND,,,assoc:ND
North Valley Career & Technology Center,Grafton,ND,,,assoc:ND
Old Tyme Meat Shoppe,Belfield,ND,,,assoc:ND
Pearson's Green Acres,Wilton,ND,,,assoc:ND
Power Plate Meals,West Fargo,ND,,,assoc:ND
Prime Cut Meats,Fargo,ND,,,assoc:ND
Quality Boneless Beef LLC,West Fargo,ND,,,assoc:ND
R&R Meats,Granville,ND,,,assoc:ND
R3 Meats LLC,Carrington,ND,,,assoc:ND
Reister Meats & Catering,Streeter,ND,,,assoc:ND
Rhino Meat Processing LLC,Maddock,ND,,,assoc:ND
Ridl's Country Fixins LLC,Belfield,ND,,,assoc:ND
Roughrider Career & Technology Center,Mandan,ND,,,assoc:ND
S & K Processing,Minot,ND,,,assoc:ND
"Scherr's Meats, Llp",Linton,ND,,,assoc:ND
Schieles Meat Processing,Minot,ND,,,assoc:ND
Schmitt Locker,Napoleon,ND,,,assoc:ND
Schweitzer's Gourmet Meats,Moffit,ND,,,assoc:ND
Selensky Meats LLC,Drake,ND,,,assoc:ND
"Spruce Hill Meats, LLC",Bowman,ND,,,assoc:ND
Srctc - Mobile Meats Lab,Wahpeton,ND,,,assoc:ND
Stan's Super Market,Wishek,ND,,,assoc:ND
Sundale Colony,Milnor,ND,,,assoc:ND
The Bison Ranch Llp,Jamestown,ND,,,assoc:ND
"The Butcher Shop, Inc.",Oakes,ND,,,assoc:ND
The Locker,Westhope,ND,,,assoc:ND
The Meat Company,Minot,ND,,,assoc:ND
The Meat Shack,Rolette,ND,,,assoc:ND
The Meat Shop,Beulah,ND,,,assoc:ND
Tracy's Market,Fessenden,ND,,,assoc:ND
Trappers Meat & Supply,Jamestown,ND,,,assoc:ND
Valley Meat Supply,Valley City,ND,,,assoc:ND
Viking Custom Slaughter,Bowdon,ND,,,assoc:ND
Watford City High School,Watford City,ND,,,assoc:ND
Wayne's Food Pride,Dunseith,ND,,,assoc:ND
Weber's Meats,Reynolds,ND,,,assoc:ND
West Dakota Meats,Bismarck,ND,,,assoc:ND
Whalen's Meat Packing LLC,Mott,ND,,,assoc:ND
Wurst Shop,Dickinson,ND,,,assoc:ND
Yellowstone River Beef,Williston,ND,,,assoc:ND
A.J. Cetak's Meat Market,Ord,NE,308-728-3858,www.cetaks.com,assoc:NE
